V,D,traffic_pattern,Lremote_MAX_ECMP_ASP,Llocal_MAX_ECMP_ASP,Phi_ECMP_ASP[Gbps],Lremote_NEXU_IT,Phi_NEXU[Gbps],method1_times[s],method1_peak_RAMs[MB],method1_results[Gbps],method2_time[s],method2_attempts,method2_peak_RAM[MB]
16,5,uniform,2.999999999999999,2.005180557671796,320.8288892274875,2.381932805119611,404.0780099311534,[0.053679466247558594],[0.204495],[96.24866676824618],0.5428299903869629,610,0.039902
16,5,shift_1,3.0,0.6666666666666666,106.66666666666667,1.1874999999999998,269.47368421052636,[0.0517277717590332],[0.191232],[32.0],0.29532504081726074,600,0.029283
16,5,shift_quater,2.9999999999999996,0.4666666666666666,74.66666666666667,0.8124999999999992,223.99999999999997,[0.0518183708190918],[0.190784],[22.4],0.2683892250061035,601,0.02968
16,5,shift_half,3.0,0.8571428571428571,137.14285714285714,1.6071428571428572,256.0,[0.05225539207458496],[0.191232],[41.14285714285714],0.24363493919372559,603,0.025248
16,5,diagonal_1,3.0,1.0909090909090908,174.54545454545453,1.8749999999999993,279.27272727272737,[0.05251908302307129],[0.191307],[52.36363636363636],0.2527449131011963,600,0.033292
16,5,diagonal_quater,2.9999999999999996,0.7567567567567567,121.0810810810811,1.2770270270270263,284.44444444444457,[0.051613569259643555],[0.191232],[36.32432432432432],0.30083703994750977,602,0.037036
25,6,uniform,3.000000000000001,1.847525635309853,461.881408827463,2.183816317432012,634.5058489680089,[0.2064838409423828],[0.598796],[138.5644226482389],1.0271549224853516,602,0.066084
25,6,shift_1,3.0,0.6,150.0,0.9827678571428571,450.0,[0.20748066902160645],[0.593228],[45.0],0.4042034149169922,602,0.050148
25,6,shift_quater,3.0,0.588235294117647,147.05882352941174,0.9319852941176465,441.17647058823525,[0.20634865760803223],[0.5739],[44.11764705882354],0.4250040054321289,602,0.044188
25,6,shift_half,3.0000000000000004,0.7241379310344829,181.03448275862067,1.2106681034482762,448.59813084112136,[0.2083117961883545],[0.59374],[54.310344827586206],0.4211881160736084,604,0.05598
25,6,diagonal_1,3.0,1.0,250.0,1.5,500.0,[0.20736193656921387],[0.59374],[75.0],0.5819230079650879,604,0.043332
25,6,diagonal_quater,3.0,1.0,250.0,1.5,500.0,[0.2081437110900879],[0.593292],[75.0],0.4911031723022461,604,0.043204
36,7,uniform,3.0000000000000004,1.713606391072787,822.5310677149378,2.2798794757106946,1082.334934558593,[0.6276235580444336],[1.245576],[246.75932031448156],1.566007137298584,601,0.086836
36,7,shift_1,3.0,0.375,180.0,0.75,540.0,[0.6303849220275879],[1.246024],[54.0],0.7926609516143799,600,0.058312
36,7,shift_quater,2.999999999999999,0.4499999999999999,216.0,0.8999999999999998,647.9999999999998,[0.6242849826812744],[1.245576],[64.79999999999997],0.6184132099151611,600,0.069108
36,7,shift_half,2.9999999999999996,0.6749999999999999,324.0,1.4343749999999997,677.6470588235295,[0.6336891651153564],[1.251528],[97.19999999999999],0.7832670211791992,604,0.050968
36,7,diagonal_1,3.000000000000001,0.7086614173228346,340.15748031496054,1.328740157480315,768.0,[0.620347261428833],[1.245576],[102.04724409448826],0.7970130443572998,601,0.074492
36,7,diagonal_quater,2.9999999999999996,0.5950881612090679,285.64231738035267,1.1397000944584383,751.8881118881118,[0.6294136047363281],[1.245576],[85.69269521410575],0.6064910888671875,601,0.06942
49,8,uniform,3.000000000000003,1.990485203771626,1300.4503331307942,2.2343131970313572,1746.1074859943342,[1.663074016571045],[2.5476],[390.1350999392387],3.0764620304107666,650,0.138472
49,8,shift_1,3.0000000000000004,0.36000000000000004,235.19999999999996,0.6075000000000002,705.6,[1.6820716857910156],[2.553808],[70.56],0.9397399425506592,602,0.116644
49,8,shift_quater,3.0,0.5901639344262295,385.5737704918033,0.9919496487119438,1156.72131147541,[1.6345608234405518],[2.5476],[115.672131147541],0.9115595817565918,605,0.1209
49,8,shift_half,3.0,0.7142857142857142,466.6666666666666,1.138392857142857,1229.8039215686274,[1.706833839416504],[2.551472],[139.99999999999997],0.9898221492767334,601,0.119296
49,8,diagonal_1,3.0,0.6,392.0,1.0125,1161.4814814814815,[1.6311795711517334],[2.5476],[117.6],0.8816952705383301,601,0.123052
49,8,diagonal_quater,3.0,0.8888888888888887,580.7407407407406,1.4260158051824723,1221.7411727770352,[1.6395666599273682],[2.5476],[174.22222222222217],0.9323680400848389,613,0.121504
64,9,uniform,3.000000000000004,1.8286439970666577,1950.5535968710994,2.394328986565058,2443.9668998904745,[3.988452672958374],[4.785824],[585.166079061331],3.185614585876465,784,0.228552
64,9,shift_1,3.0,0.3,320.0,0.5859375,960.0,[3.939282178878784],[4.785824],[96.0],1.2345445156097412,612,0.137852
64,9,shift_quater,2.9999999999999996,0.38048780487804873,405.8536585365853,0.7134146341463413,1217.5609756097558,[3.9590156078338623],[4.782472],[121.75609756097558],1.4605090618133545,602,0.143632
64,9,shift_half,2.999999999999999,0.2769230769230769,295.3846153846155,0.519230769230769,886.1538461538462,[3.8642706871032715],[4.778848],[88.6153846153846],1.2648200988769531,612,0.145044
64,9,diagonal_1,2.999999999999999,0.5793103448275861,617.9310344827586,1.1428381962864718,1622.0958570268076,[3.918083429336548],[4.785824],[185.3793103448275],1.2504959106445312,617,0.164588
64,9,diagonal_quater,2.999999999999999,0.557142857142857,594.2857142857143,1.0664062499999998,1671.8367346938776,[3.9512460231781006],[4.785824],[178.28571428571422],1.2397007942199707,621,0.143752
81,10,uniform,2.999999999999999,1.95797031594742,2643.259926529018,2.3183796585643583,3420.3974100158885,[8.321975469589233],[8.476764],[792.9779779587049],5.259911775588989,827,0.233348
81,10,shift_1,3.0,0.3,405.0,0.4955357142857143,1215.0,[8.309987306594849],[8.477436],[121.5],1.7522873878479004,634,0.225244
81,10,shift_quater,3.000000000000001,0.32690695725062874,441.32439228834863,0.5426096675048897,1323.9731768650463,[8.278395414352417],[8.476836],[132.39731768650464],1.7552192211151123,644,0.220888
81,10,shift_half,3.0,0.375,506.25,0.62109375,1518.75,[8.439346551895142],[8.476764],[151.875],1.7885422706604004,649,0.207804
81,10,diagonal_1,3.0,0.5684210526315789,767.3684210526318,0.9325657894736844,2302.1052631578955,[8.497426748275757],[8.46862],[230.2105263157895],2.1868972778320312,635,0.192972
81,10,diagonal_quater,3.000000000000001,0.4404844073539563,594.6539499278408,0.7024153138697908,1783.961849783523,[8.533363342285156],[8.473532],[178.39618497835232],1.9047420024871826,666,0.196407
100,11,uniform,3.0000000000000044,1.8065353686383134,3613.070737276621,2.323847440316078,4664.338985331836,[16.997685432434082],[13.301232],[1083.92122118299],6.01086950302124,1041,0.422864
100,11,shift_1,3.0,0.25,500.0,0.4687500000000001,1500.0,[17.04058337211609],[13.300504],[149.99999999999997],2.8172876834869385,691,0.28756
100,11,shift_quater,3.0,0.25,500.0,0.47656250000000006,1500.0,[17.080678462982178],[13.300504],[149.99999999999997],2.573580741882324,678,0.286592
100,11,shift_half,3.0,0.375,750.0,0.73828125,2250.0,[17.141627311706543],[13.301232],[225.0],2.5357601642608643,651,0.313048
100,11,diagonal_1,3.0,0.5,1000.0,0.9528846153846154,3000.0,[17.096765279769897],[13.301232],[299.99999999999994],2.718132257461548,686,0.268236
100,11,diagonal_quater,2.999999999999999,0.4583333333333333,916.666666666667,0.8720452724358975,2750.0,[17.18571424484253],[13.301232],[274.9999999999999],2.9659745693206787,744,0.273124
